DIVISION_NAME,DEPARTMENT_NAME,ART_SV_NAME,BARCODE,UOM,END_QTY,NORMAL_COST
05 FRESH FOOD,0550 BAKERY,ฟิลลิ่งแอลซีสตรอเบอร์รี่เบสท์,18851932442951,,0.74,312
06 PHARMACY,0640 HERBAL PREPARATION,P_OAN เห็ดหลินจือสกัด 100 แคปซูล,8853353201813,,2,233.645
02 HOME LINE,0230 RECREATION,DISNEY ตุ๊กตา MINNIE 8 นิ้ว,8859764420591,pc,3,155
03 SOFT LINE,0350 FOOTWEAR,BESICOถุงเท้ากีฬาสั้นP1เทาริ้,2000008235341,pc,1,15.75
04 DRY FOOD,0480 PETS,ฟริสกี้ส์ลูกแมวไก่และปลา1กก,8850125071360,g,10,125.834
05 FRESH FOOD,0550 BAKERY,แป้งขนมปังดินเนอรโรลช็อก30กX8,8857128072189,g,1,26
03 SOFT LINE,0350 FOOTWEAR,ถุงเท้าแบบข้อเท้าแพ็ค5คู่สี08,8852518095045,,13,49.68
03 SOFT LINE,0350 FOOTWEAR,SHOESCENTERKKL062 ชมพูS.26,2000008688673,pc,11,125
05 FRESH FOOD,0540 DELICATESSEN,DE_สตรอเบอร์รี่ซอสของหวาน500ก.,2000008760478,g,30.23,83
02 HOME LINE,0220 HOME DECOR,BTSCP232306ม่านเนื้อผ้ากราฟฟิค,8851128251568,,4,182
05 FRESH FOOD,0570 FROZEN,BIGCไอศกรีมดัดแปลงรสสตรอเบอร์รี่ 180 กรัม,8851132180212,,1,18.57
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อดญเหลือง1.5-2Y,2000008275439,pc,1,54
04 DRY FOOD,0460 HBA,ทวินโลตัส ชาเขียว&พีช 100 กรัม,8850348111010,g,9,99
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOALกกน.HIP_MD_WY9113 3XL BL,8850136070895,pc,3,311.03
01 HARD LINE,0110 SMALL APPLIANCE,TOSHI คนอ.4500W TWH-45WTH,6939962574189,pc,2,2430.84
06 PHARMACY,0630 WELL BEING,P_ลา โรช-โพเซย์ โทเลเรียน โฟมมิ่ง ครีม,3433422405332,,1,536.45
03 SOFT LINE,0322 MEN ESSENTIAL,BESICO TRUNK NYLON กรมL,2000008709248,pc,6,98
02 HOME LINE,0210 HOUSEWARE,เกรซจานภาชีวะ8นิ้วมีขอบP50,8857118175579,pc,13,82.3
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อกล้ามฟ้า2-3Y,2000008406666,pc,1,33
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,กระเป๋าใส่ปากกา APBN3460,6937168877233,pc,1,105
03 SOFT LINE,0312 LADIES ACCESSORIES,LKNร่มพับ4ตอนพื้นปลอกผ้าซับน้ำ,2000007840959,pc,20,145
02 HOME LINE,0210 HOUSEWARE,BKS ตะหลิว SS 38ซม.,2000008639705,pc,9,47.159
03 SOFT LINE,0322 MEN ESSENTIAL,กกน.เอวหุ้ม เข้ม M P3,2000004013325,pc,6,77
05 FRESH FOOD,0540 DELICATESSEN,วิกกี้ซอสหมักหมูนุ่มสูตรกระเทียม210ก.,8855797000236,,18,20.3
03 SOFT LINE,0310 LADIES APPAREL,BESICO กางเกงขาสั้นฟ้าL,2000008649902,pc,2,119
04 DRY FOOD,0430 SALTED GROCERY,มังกรสมบูรณ์ ซอสหอยเชลล์ 630มล,8850813925067,mL,19,46.77
03 SOFT LINE,0350 FOOTWEAR,BESICO รท.กีฬา BCFRN14 เทา 38,8859831804194,pc,2,336
01 HARD LINE,0110 SMALL APPLIANCE,ค.บดสับ 1000W TEFAL DPA130,3045388192302,pc,2,2372.804
04 DRY FOOD,0472 PAPER,HPP กระดาษเช็ดหน้าซอฟเคส50S P3,8855647001420,sh,37,22.5
05 FRESH FOOD,0510 BUTCHERY,WRF สันนอกสไลด์,258002000003,g,1.75,203
03 SOFT LINE,0350 FOOTWEAR,CLICKSรองเท้าชายKG-128กรม40,2000007873162,pc,1,218.08
03 SOFT LINE,0350 FOOTWEAR,คช.ทำงานCLICKS CV-080 S40,2000000148700,,2,326
01 HARD LINE,0110 SMALL APPLIANCE,SHARPคนอ. WH-MD245BE 4500W,8851456126941,pc,5,2459
04 DRY FOOD,0440 BEVERAGE,ไอซ์ป๊อป สตรอว์ 85 มลX6,8850773690067,mL,4.17,87.48
02 HOME LINE,0210 HOUSEWARE,3M แปรงขัดห้องน้ำหัวเจ็ท ขาว,8850304077077,pc,9,56.96
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO สปอร์ตบราดำ 36B,2000007950870,pc,2,120
04 DRY FOOD,0480 PETS,กินโนะสปูนมากุโระ-แซลมอน10กX4,4520699696613,g,77,41.3
05 FRESH FOOD,0530 PRODUCE,WRF_มะพร้าวอ่อน,2000000428246,,11,60
03 SOFT LINE,0350 FOOTWEAR,SHOES CENTER รท.2258 WH S.34,2000007956209,pc,3,112
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อยืดฟ้า4,2000008740333,pc,3,72
03 SOFT LINE,0350 FOOTWEAR,BODYGLOVEบุรุษBGM320 ดำS44,2000008584081,pc,4,158
05 FRESH FOOD,0550 BAKERY,SM_มินิครัวซองท์มาการีนX6,8851886025432,g,3,22.04
04 DRY FOOD,0420 SWEETED GROCE.2,เจเล่ ชิววี่ไอซ์ เซอร์เบท108ก.,8850157110877,g,4,20
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อเชิ้ตแดง2-3Y,2000008298872,pc,3,110
05 FRESH FOOD,0530 PRODUCE,อินทผลัมพันธุ์อัจวะห์ 250ก.,6287023156820,g,62,94.9
03 SOFT LINE,0370 PERSONAL CARE,กรรไกรตัดหนังปากเล็ก,8850501219393,pc,1,98.13
03 SOFT LINE,0350 FOOTWEAR,GAMBOLแตะหญิง GW42201กรม38,8854220138058,pc,1,149.81
05 FRESH FOOD,0540 DELICATESSEN,ไก่ย่างน้ำตก 1 ชิ้น,218796000009,pc,0,
03 SOFT LINE,0310 LADIES APPAREL,BESICOเสื้อT-SHIRT โต๊ะดำS,2000008575706,pc,2,97
03 SOFT LINE,0350 FOOTWEAR,PONY5TD88-B7แตะเด็กWH.2,8851585306016,pc,3,143.27
03 SOFT LINE,0350 FOOTWEAR,BESICO รท.กีฬา BCFRN14 ชมพู 38,8859831804149,pc,2,336
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO บราเกาะอกไร้โครงชมพู38C,2000008294416,pc,1,145
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO เสื้อกล้ามดำM,2000007896222,pc,6,140
05 FRESH FOOD,0570 FROZEN,PFP ชิกูวะ 480 กรัม,8852014011013,g,8,98
04 DRY FOOD,0470 HOUSEHOLD,ดาวน์นี่เจลบอล25ชิ้นการ์เด้นบล,4902430893015,pc,3,230.6
03 SOFT LINE,0370 PERSONAL CARE,BESICOแปรงพกพา 2 WAYS,8859153817377,pc,4,96.5
03 SOFT LINE,0350 FOOTWEAR,HELLOKITTYรท.KTL-531PI_S30,2000007860438,pc,4,118
03 SOFT LINE,0350 FOOTWEAR,ADDA แตะสวม 59J01-M1 BU S10,2000008647571,pc,6,65
03 SOFT LINE,0380 CHILDREN,BESICO กก.ขาสั้นโอรส2-3Y,2000008424295,pc,4,33
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL สเตย์WU9D50 L DG,8850136833230,pc,3,127.1
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,BHPปากกาปลอกG7Cนง P.3,8855305003919,pc,11,7.5
03 SOFT LINE,0350 FOOTWEAR,MICKEYรท.เด็กเล็ก1026แดงS21,2000005992186,pc,1,125
03 SOFT LINE,0370 PERSONAL CARE,BESICO ชุดพัฟฟองน้ำพร้อมตะกร้า,8859153826164,pc,12,69
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อยืดขาว4,2000008740371,pc,1,72
03 SOFT LINE,0380 CHILDREN,BESICO กางเกงขาสั้นส้ม4,2000008361903,pc,1,72
03 SOFT LINE,0320 MEN'S APPAREL,BESICOยืดขส.พิมพ์เทาเข้มXL,2000008753449,pc,1,95
05 FRESH FOOD,0540 DELICATESSEN,น้ำพริกตาแดง65กDD,8852659030592,g,6,27.3
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL เสื้อในWB9D17 C70 BE,8850136770269,pc,1,438.128
02 HOME LINE,0210 HOUSEWARE,KW กล่องหูล็อค CM-12 ฟ้า,8851094033625,pc,4,30
02 HOME LINE,0210 HOUSEWARE,คอลเลคชั่นผ้ารองรีดเคลือบฟองน้ำยืนรีด =CL=,8851030015708,pc,2,135
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOALกกน.สเตย์MD_WG9103 L NN,8850136071557,pc,2,442.62
03 SOFT LINE,0310 LADIES APPAREL,BESICO เสื้อยืดชมพูS,2000008649681,pc,5,110
06 PHARMACY,0620 OVER THE COUNTER,P_เม็นโทลาทัม85 G.,8851520070132,g,1,79.21
04 DRY FOOD,0420 SWEETED GROCE.2,IPชอคลินด์ดาร์กรสส้ม100G,3046920028370,g,20,186.14
03 SOFT LINE,0350 FOOTWEAR,POPTEENนร.หญิงPVCดำ PG44 S28,8851770487537,pc,4,206.776
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL เสื้อในWB9D31 C75 NN,8850136769270,pc,1,540.56
03 SOFT LINE,0370 PERSONAL CARE,BESICOใยบวบรีใหญ่กุ๊นNT08,8851027011089,pc,12,54.5
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO บราแต่งลูกไม้กรม34B,2000007896420,pc,5,140
04 DRY FOOD,0440 BEVERAGE,PREMIUM_กล่อง FANTA,8851959908532,pc,47,0
05 FRESH FOOD,0560 PERISHABLE,ธันยพร ชาชงขิง20ซอง,8855777001222,pc,9,23.364
03 SOFT LINE,0314 LADIES ESSENTIAL,วาโก้เสื้อใน,8850133173773,,1,394.02
05 FRESH FOOD,0540 DELICATESSEN,เส้นม่าม่า(เปือย),2001006234060,,1.25,2150
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_FAST POWERลับ+เสริมหญิง(ซอง),8859273903615,pc,4,39.49
04 DRY FOOD,0420 SWEETED GROCE.2,ตะวันแดงสาหราลองสติกดังเดิม10ก,8858752607037,g,20,25.399
03 SOFT LINE,0350 FOOTWEAR,BODYGLOVEผ้าใบดญ.BGK110ขาวS36,2000008586887,pc,2,210
04 DRY FOOD,0461 FACE & COSMETICS,มาดาร์เจล เอฟเฟค เนลโพลิช BO43,8859207002360,mL,3,17.5
03 SOFT LINE,0350 FOOTWEAR,CHERILON ถน.เนื้อเนียนแพ็คคู่  2PPH / 04,8852518439382,,19,38.95
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL เสื้อในWB9D18 C80 BL,8850136768778,pc,2,501.68
03 SOFT LINE,0322 MEN ESSENTIAL,BESICO TRUNKเอวSPท๊อปดายM,2000007671942,pc,8,79
04 DRY FOOD,0472 PAPER,คลีเน็กซ์ซิลค์กี้สมูธ 80แผ่นX3,8888336017037,pc,-1,118.804
02 HOME LINE,0210 HOUSEWARE,BKSชุดอุปกรณ์ค.ครัวซิลิโคน5ช.B,2000008639903,pc,7,143.253
04 DRY FOOD,0461 FACE & COSMETICS,BBเลม่อน&วิทซีซีอายมาส3.5ก2PCS,8858842054949,g,1,24.83
02 HOME LINE,0210 HOUSEWARE,แชมเปี้ยนถุงขยะม้วนกาแฟ26X34,8851079005234,pc,6,32.6
03 SOFT LINE,0370 PERSONAL CARE,BESICOยางเกลียวพาสเทล*3ชิ้น,8859153817124,pc,7,19
05 FRESH FOOD,0560 PERISHABLE,เจ้าสัวข้าวตังน้ำพริกไข่ปู 80ก,8852240012051,g,31,39.25
04 DRY FOOD,0472 PAPER,คุมะ เมก้าโรลกระดาษชำระแพ็ค6+2,8859311599336,pc,92,70.514
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO เสื้อในมีโครงสีเทา B32,2000008746199,pc,1,82.29
03 SOFT LINE,0350 FOOTWEAR,SHOES CENTER รท.2260 DKPI S.32,2000007956032,pc,2,100
04 DRY FOOD,0430 SALTED GROCERY,พันท้ายนรสิงห์น้ำจิ้มสุกี้สูตรพริกกะเหรี่ยง 280 ก.,8850058008730,,14,39.48
04 DRY FOOD,0461 FACE & COSMETICS,BBทรัฟเฟิลลิป6ก#08บราวน์ไรซ์,8858842086056,g,1,92.83
03 SOFT LINE,0310 LADIES APPAREL,BESICO เสื้อโปโลBASIC+ดำS,2000008591508,pc,1,265
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO กกน.ทรงสปอร์ตดำL,2000007951075,pc,5,90
04 DRY FOOD,0430 SALTED GROCERY,หงษ์ทองข้าวหอมมะลิพร้อมรับประทานทาน150ก.,8859026511012,g,3,13.5
02 HOME LINE,0210 HOUSEWARE,เบสิโคไม้เช็ดกระจก2IN16X32X135,8859426094405,pc,2,120
04 DRY FOOD,0440 BEVERAGE,GSDโสมเกาหลีตังกุยจับขวด100มล,8852314004999,mL,370,7.664
01 HARD LINE,0110 SMALL APPLIANCE,PHILIPSตกแต่งหนวดเคราBT3617/15,8720689035224,pc,2,1307.66
03 SOFT LINE,0380 CHILDREN,BESICO กระโปรงยีนส์10,2000008286862,pc,2,160
05 FRESH FOOD,0540 DELICATESSEN,ซอฟต์เสิร์ฟโกโก้แช่แข็ง6กก,2000008548977,kg,4.6,586.047
03 SOFT LINE,0340 BABY ACCESSORIES,กระติกน้ำพร้อมสายคล้อง # H-27,2000006767912,pc,2,60
03 SOFT LINE,0312 LADIES ACCESSORIES,กระเป๋าเอนกประสงค์ทรงกว้างPP,8859153814260,pc,87,17
03 SOFT LINE,0350 FOOTWEAR,GAMBOLแตะสตรี GW42244 ดำ S37,8859382911631,pc,4,90.93
03 SOFT LINE,0350 FOOTWEAR,KITOรองเท้าบุรุษAA173Mกรม41,1970000024322,pc,1,195.61
03 SOFT LINE,0350 FOOTWEAR,แตะAEROSOFT A4145ดำ/เทา40,8852759059899,,3,150
03 SOFT LINE,0322 MEN ESSENTIAL,กกน.เอวหุ้ม เข้ม L P3,2000004013332,pc,-1,77
05 FRESH FOOD,0510 BUTCHERY,BU_ถาด PET NO.T327,2000006987105,pc,375,2.418
02 HOME LINE,0210 HOUSEWARE,เชี่ยวชาญเทียนมังกรคู่12หุน(Y),8858715804565,pc,10,14.5
04 DRY FOOD,0420 SWEETED GROCE.2,โรลเลอร์สไปซี่บาร์บีคิว,8850309205857,g,96,15.093
04 DRY FOOD,0440 BEVERAGE,เนสท์เล่น้ำดื่มเพียวไลฟ์6L,8850124003881,mL,28,30.8
02 HOME LINE,0230 RECREATION,*ดัมเบลพลาสติก 1 กก.,8851854201479,pc,3,73
04 DRY FOOD,0450 LIQUOR,บาคาร์ดี คาร์ตา โอโร 75 ซล,8902136008610,cl,11,659.59
02 HOME LINE,0240 HOME IMPROVEMEN,YAGEโคมไฟตั้งโต๊ะพับได้แบบพกพา,6925263639917,pc,44,120
03 SOFT LINE,0310 LADIES APPAREL,BESICO เสื้อยืดCNYแดงL,2000008651141,pc,3,140
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL เสื้อในWB9D31 E80 DG,8850136769409,pc,1,540.56
03 SOFT LINE,0350 FOOTWEAR,ADDA58X01-W1แตะสตรีชพ.4,2000008584258,pc,3,65
03 SOFT LINE,0314 LADIES ESSENTIAL,วาโก้เสื้อใน,8850133173681,,1,394.02
04 DRY FOOD,0460 HBA,แปรงสีฟันวิคตอรี่ WIDELONG 2+1,8851938905545,pc,1,53.54
04 DRY FOOD,0461 FACE & COSMETICS,มาดาร์เจล เอฟเฟค เนลโพลิช BO38,8859207002384,mL,2,17.5
03 SOFT LINE,0340 BABY ACCESSORIES,เขย่ามือผ้าขนหนูคละแบบ,2001007669281,,7,33
05 FRESH FOOD,0530 PRODUCE,ลูกเดือย 200 กรัม,8851583002033,,21,29.5
04 DRY FOOD,0460 HBA,อาดิดาส เฟรช โรลออน 50มล.,3616303439941,mL,1,84.52
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL บังทรงWH9D242XLCR,8850136838662,pc,3,295.33
04 DRY FOOD,0420 SWEETED GROCE.2,ลินด์คอเนตแอสซอสเท็ด 200ก,7610400068529,g,12,374.562
02 HOME LINE,0230 RECREATION,*GS แว่นดำน้ำเลนส์กระจก 343330,8850909433308,pc,2,203.76
03 SOFT LINE,0370 PERSONAL CARE,BESICOชุดเข็มด้ายใหญ่,8859153820971,pc,8,42
03 SOFT LINE,0310 LADIES APPAREL,BESICO เสื้อโปโลชมพูM,2000008649490,pc,1,130
06 PHARMACY,0620 OVER THE COUNTER,P_VOLTAREN DOUBLE STRENGTH30G,8851007125119,g,1,195.3
03 SOFT LINE,0350 FOOTWEAR,ADDAแตะสวม31R9V-B1 กรม S2,2000007847125,pc,3,117.1
04 DRY FOOD,0461 FACE & COSMETICS,มิซึมิ ไฮยา แอคเน่ เซรั่ม 6 ก,8859214809105,g,2,29.77
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อยืดกรม8,2000008740555,pc,3,72
02 HOME LINE,0210 HOUSEWARE,ฝาครอบไมโครเวฟ MC-5304,8851251253040,pc,1,27
03 SOFT LINE,0350 FOOTWEAR,FROZENหัวโตBC601 ชมพูS.25/26,2000008209274,pc,1,138
03 SOFT LINE,0314 LADIES ESSENTIAL,WONNERFUL เสื้อใน 399,8858924310369,pc,-1,372.897
05 FRESH FOOD,0570 FROZEN,ซันเดย์ทริปเปิ้ลช็อกโกแลต80ก.,8853815007489,g,19,17.383
03 SOFT LINE,0380 CHILDREN,BESICO กก.ขาสั้นเหลือง1.5-2Y,2000008424318,pc,1,33
03 SOFT LINE,0350 FOOTWEAR,LINE รท.เด็ก 31S14-B1 ชม.S11,8851585397953,pc,1,143.27
03 SOFT LINE,0340 BABY ACCESSORIES,ZERLINZIA ผ้ารองปัสสาวะ,8852135588982,pc,12,118
04 DRY FOOD,0430 SALTED GROCERY,เด็กสมบูรณ์ซีอิ้วขาวสูตร1.1000,8850206011018,mL,4,38.552
03 SOFT LINE,0310 LADIES APPAREL,BESICOเสื้อขส.จีบหน้าเบจXL,2000008652520,pc,1,130
03 SOFT LINE,0370 PERSONAL CARE,UUYPฟองน้ำเกลี่ยรองพื้น2ชิ้น,8859153823118,pc,7,35
03 SOFT LINE,0350 FOOTWEAR,ADDA58X01-M1แตะบุรุษฟ้า7,2000008584135,pc,8,65
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO เสื้อในมีโครงสีเบจ B32,2000008746151,pc,1,82.29
04 DRY FOOD,0460 HBA,คอลเกตเกลือเฟรชมินท์ 150ก คู่,8850006324783,g,29,88.94
04 DRY FOOD,0460 HBA,เต่าเหยียบโลกสมูทโรลออน30มล,8857123235572,mL,12,39.252
04 DRY FOOD,0470 HOUSEHOLD,ดาวน์นี่ปรับตากในร่ม 450มล2+1,4987176060815,mL,11,109.9
04 DRY FOOD,0440 BEVERAGE,เครื่องดื่มเรดดี้ บู้ท 150 มล. แพ็ค 10 ขวด,8850228001905,,0,
04 DRY FOOD,0430 SALTED GROCERY,เสือร้องไห้น้ำจิ้มหมูกะทะ490ก.,8850344005719,g,7,58.33
02 HOME LINE,0210 HOUSEWARE,บิ๊กซีแฮปปี้ไพรซ์ถุงขยะดำ24X28,8851079001571,,29,22.5
03 SOFT LINE,0310 LADIES APPAREL,BESICOชุดเดรสระบายน้ำตาลL,2000008503891,pc,1,280
03 SOFT LINE,0350 FOOTWEAR,BODYGLOVEสตรีBGL51 ดำS40,2000008583497,pc,2,155
02 HOME LINE,0210 HOUSEWARE,HONICOOK กระทะทรงลึก24ซม ครีม,8859663700954,pc,5,305.775
05 FRESH FOOD,0550 BAKERY,SU_ขนมปังพิซซ่าแฮมชีส125กรัม,8851886028433,g,1,24.2
03 SOFT LINE,0350 FOOTWEAR,เชือกรทแฟนซี120CM(ขาว ดำ คละสี,19135304,,6,11.78
03 SOFT LINE,0380 CHILDREN,CARSON กก. กันโป๊ ดญ P1 M,8859434330861,pc,15,64.765
03 SOFT LINE,0314 LADIES ESSENTIAL,WACOAL กางเกงในWU4D17 L NN,8850136449455,pc,3,145.792
05 FRESH FOOD,0520 SEAFOOD,ICF หอยแมลงภู่ชิลีครึ่งฝา 500g,8858887775694,g,13,130
03 SOFT LINE,0380 CHILDREN,BESICO เสื้อยืดเทา4,2000008740210,pc,3,72
05 FRESH FOOD,0540 DELICATESSEN,ชาวเกาะ วุ้นมะพร้าวกลิ่นเมลอน,28850367994711,,8,48
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO กกน.SEAMLESSเอวต่ำเบจXL,2000007897809,pc,1,80
05 FRESH FOOD,0530 PRODUCE,WRF_เห็ดเข็มทอง 200 กรัม,2000006888419,,-2,13.5
05 FRESH FOOD,0560 PERISHABLE,ยำขนมจีนน้ำปลาร้าพร้อมปรุง120ก,8857200331128,g,-2,36.449
03 SOFT LINE,0350 FOOTWEAR,SPIDERMANแตะสวมSD22-1ดำ S34,2000008136259,pc,3,108
03 SOFT LINE,0340 BABY ACCESSORIES,นูเบบ ผ้าตาข่ายครอบพัดลม,8855438005712,pc,10,41.92
05 FRESH FOOD,0540 DELICATESSEN,เพียวฟู้ดส์ น้ำจิ้มหมูกระทะ 275G,8853165004985,g,4,38.35
03 SOFT LINE,0350 FOOTWEAR,EMILY รท. สตรี EW8219 ดำ 38,8851577413661,pc,2,155
05 FRESH FOOD,0540 DELICATESSEN,PFน้ำสลัดงาคั่วญี่ปุ่น380ก,8853165039901,g,11,53.801
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,กรรไกร 6 นิ้ว A,8858606001790,,2,14.75
03 SOFT LINE,0340 BABY ACCESSORIES,ขวดนมคอกว้าง4 OZ.,8850848013869,pc,5,75.23
03 SOFT LINE,0312 LADIES ACCESSORIES,ร่มยาว 22 นิ้วพิมพ์ลายเบสิค,2000004254339,pc,27,125
03 SOFT LINE,0380 CHILDREN,BESICO กก.ขาสั้นดชเหลือง1.5-2Y,2000008326988,pc,1,33
03 SOFT LINE,0314 LADIES ESSENTIAL,วาโก้กางเกงใน,8850001265067,,1,74.77
03 SOFT LINE,0350 FOOTWEAR,SPIDERMANหัวโตSP-163ดำS25,2000008420150,pc,4,135
03 SOFT LINE,0314 LADIES ESSENTIAL,BESICO บราไร้โครง3/4เบจ34B,2000008645294,pc,1,104
03 SOFT LINE,0322 MEN ESSENTIAL,ROSSOกกน.ยางโชว์0251เข้ม M,8851722957873,pc,6,136.91
05 FRESH FOOD,0510 BUTCHERY,WRFหมูสามชั้น,211125000008,g,70.85,295
03 SOFT LINE,0350 FOOTWEAR,WATERFISHแตะWCQX9022-Aเทา44-45,6908180119144,pc,9,66.31
06 PHARMACY,0610 PRESCRIPTION,P_ULTRACET TAB 10S_NEW,8850583002821,pc,3,127.25
03 SOFT LINE,0322 MEN ESSENTIAL,กกน.ยางหุ้ม P3 สีพื้นคละ L,8851722914999,pc,2,136.91
03 SOFT LINE,0380 CHILDREN,BESICO กระโปรงลูกฟูกชมพู6,2000008215640,pc,1,165
05 FRESH FOOD,0540 DELICATESSEN,กระเทียมกลีบกลาง,226000008215,g,4.38,155
04 DRY FOOD,0472 PAPER,เซอร์เทนตี้เดย์แพนส์ SPJ L34,8850709400104,pc,3,448.825
04 DRY FOOD,0420 SWEETED GROCE.2,IMP_ฟรานซี่ มัทฉะช็อกคุกกี้70ก,6947929617152,g,7,23.831
04 DRY FOOD,0460 HBA,ดีนี่คิดส์ LQSฟรุตตี้ 450มล.,8851989067179,mL,16,129.06
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,RM กล่องดินสอเล็ก PB136 คละลาย,8851215411363,pc,16,45.5
04 DRY FOOD,0420 SWEETED GROCE.2,เล็กซัส ครีมกลิ่นวานิลลา 190ก,9556439892620,g,16,48.365
04 DRY FOOD,0470 HOUSEHOLD,วิกซอล ออกซี่ ชมพู 700มล.แพ็ค2,8850092032760,mL,9,69.88
02 HOME LINE,0210 HOUSEWARE,เบสิโคไม้แขวนมีหนีบX3 สีฟ้า,8851006001704,pc,6,60
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,3M เมจิกเทป 810 3/4 X36Y CORE1,8850304000693,pc,11,73
04 DRY FOOD,0410 SWEETED GROCE.1,เรนองทีขิงผงไม่น้ำตาล50กX10ซอง,8854575008136,g,14,97.793
04 DRY FOOD,0460 HBA,DR.PHILLIP แปรงไฟ และชุดแก้ว,8854706003146,pc,32,92.5
04 DRY FOOD,0430 SALTED GROCERY,อินโดหมี่หมี่โกเรงBBQ 85กรัมP5,8994963004484,g,5.8,47.69
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,นูโวเทปใส18MMX36Yแกน1แพ็ค1,8855805045532,pc,43,13.25
04 DRY FOOD,0430 SALTED GROCERY,MKน้ำจิ้มสุกี้สูตรเผ็ดร้อน350ก,8859799400438,g,20,52.878
04 DRY FOOD,0420 SWEETED GROCE.2,ชิกกี้ขนมน่องไก่เผ็ดเกาหลี65ก.,8850309228535,g,120,14.953
04 DRY FOOD,0470 HOUSEHOLD,ฟาร์เซ็นท์เซ็นเต็ดเจลส้ม70ก.,4710731012086,g,10,21.25
04 DRY FOOD,0472 PAPER,แซนนิซอฟท์ผ้าอ้อมแห้งสบาย L10,8850461301107,pc,15,106.687
04 DRY FOOD,0461 FACE & COSMETICS,MIZUMI บีทรี แอคเน่ เซรั่ม 6ก,8859214809020,g,2,29.76
04 DRY FOOD,0460 HBA,TVแกสบี้แว๊กซ์เพาเวอร์ (แดง) 25 กรัม,4902806015836,g,24,29.351
04 DRY FOOD,0460 HBA,เอเวอร์เซ้นโยเกิร์ตโรลออน45มล.,8851989014050,mL,21,56.13
04 DRY FOOD,0460 HBA,OGXไบโอตินคอลลาเจนHC385,22796916716,mL,4,241.333
02 HOME LINE,0290 PACKAGING,HERO ถุงรีไซเคิลพิมพ์ลาย M,8858773992815,pc,100,3.28
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ELPซองอเนกประสงค์11รูA4ใส+ชมพู,8851907316075,pc,6,17.15
04 DRY FOOD,0470 HOUSEHOLD,ไฮคลาสปรับผ้าซีเคร็ทโรแมนซ์500,8850002017467,mL,61,12.5
04 DRY FOOD,0420 SWEETED GROCE.2,เจลฟี่คิวบ์แบล็คเคอร์แรนท์ 26ก,6921667899001,g,13,22.989
04 DRY FOOD,0420 SWEETED GROCE.2,เจเล่ชิววี่ กลิ่นแตงโม 108กรัม,8850157109451,g,68,20
04 DRY FOOD,0470 HOUSEHOLD,ดาวน์นี่ปรับผ้าแพชชั่น 2000มล.,4902430882071,L,19,162.89
02 HOME LINE,0230 RECREATION,PSC_พวงกุญแจกระป๋าซิลิโคน 01,8854502036294,pc,10,56
04 DRY FOOD,0472 PAPER,กูนน์กางเกงผ้าอ้อมเด็ก XXXL28,8858947862067,pc,4,395.84
04 DRY FOOD,0430 SALTED GROCERY,HPPข้าวโพดหวานชนิดเมล็ด340กรัม,8850134209235,g,16,18.958
04 DRY FOOD,0420 SWEETED GROCE.2,BITEE ขนมขาไก่ รสต้มยำ 75ก,8859398100913,g,54,8.75
02 HOME LINE,0240 HOME IMPROVEMEN,CHUPA CHUPSน้ำหอมอโรม่าวนิลา,6922516307302,pc,1,87.61
04 DRY FOOD,0410 SWEETED GROCE.1,เนสวิต้าสูตรน้ำตาลน้อย P5,8850125075481,g,9,39.153
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,เทปลบคำผิดรุ่นตราม้า,8858729207000,,12,22.25
04 DRY FOOD,0410 SWEETED GROCE.1,เนสกาแฟดอลเช่คิทแคท16แคป 256ก.,8445291179714,g,12,235.744
